Speaker: HOMBRE 1 A
  Tier Type: po, Annotations Count: 987
    Time Stamp: ('ts4954', 'ts4956'), Annotation: kay 
    Time Stamp: ('ts4957', 'ts4958'), Annotation: kaygu
    Time Stamp: ('ts4961', 'ts4962'), Annotation: ari
    Time Stamp: ('ts4967', 'ts4968'), Annotation: na
    Time Stamp: ('ts4969', 'ts4971'), Annotation: retuña pudirga
    Time Stamp: ('ts4987', 'ts4988'), Annotation: aaaa
    Time Stamp: ('ts4989', 'ts4990'), Annotation: ña
    Time Stamp: ('ts4991', 'ts4992'), Annotation: shinaka ña
    Time Stamp: ('ts4993', 'ts4995'), Annotation: chaiga ña
    Time Stamp: ('ts4997', 'ts4998'), Annotation: ña
    Time Stamp: ('ts4999', 'ts5000'), Annotation: perrdido 
    Time Stamp: ('ts5001', 'ts5003'), Annotation: sakirin 
    Time Stamp: ('ts5007', 'ts5008'), Annotation: chuta 
    Time Stamp: ('ts5009', 'ts5010'), Annotation: chaymi llaki
    Time Stamp: ('ts5013', 'ts5014'), Annotation: mm je
  Tier Type: tn, Annotations Count: 987
    Time Stamp: a1, Annotation: yaa
    Time Stamp: a2, Annotation: yaa
    Time Stamp: a3, Annotation: yyyyy
    Time Stamp: a4, Annotation: este
    Time Stamp: a5, Annotation: asi 
    Time Stamp: a6, Annotation: cojido 
    Time Stamp: a7, Annotation: estas papitas 
    Time Stamp: a8, Annotation: de nuevo 
    Time Stamp: a9, Annotation: vuelve a retoñar 
    Time Stamp: a10, Annotation: tio Alces 
    Time Stamp: a21, Annotation: hay 
    Time Stamp: a22, Annotation: tio Olmedo
    Time Stamp: a23, Annotation: disculpa 
    Time Stamp: a24, Annotation: si 
    Time Stamp: a25, Annotation: si
    Time Stamp: a26, Annotation: si
    Time Stamp: a27, Annotation: si
    Time Stamp: a28, Annotation: pero
    Time Stamp: a29, Annotation: pero ahora
    Time Stamp: a30, Annotation: eeeeeeee
    Time Stamp: a31, Annotation: el precio 
    Time Stamp: a32, Annotation: de
    Time Stamp: a33, Annotation: la papa 
    Time Stamp: a34, Annotation: a como esta o como esta
    Time Stamp: a35, Annotation: mmm
    Time Stamp: a36, Annotation: ya
    Time Stamp: a37, Annotation: siiii
    Time Stamp: a38, Annotation: asi es 
    Time Stamp: a39, Annotation: esta
    Time Stamp: a40, Annotation: se esta poniendo bien 
    Time Stamp: a41, Annotation: ¡aaaaaaaaaa!
    Time Stamp: a42, Annotation: bien, bien
    Time Stamp: a43, Annotation: bien
    Time Stamp: a44, Annotation: por eso 
    Time Stamp: a45, Annotation: un terreno
    Time Stamp: a46, Annotation: deben regalarme 
    Time Stamp: a47, Annotation: ustedes
    Time Stamp: a48, Annotation: risa
    Time Stamp: a49, Annotation: risa
    Time Stamp: a50, Annotation: regalaranme 
    Time Stamp: a213, Annotation: bien
    Time Stamp: a214, Annotation: bien esta
    Time Stamp: a215, Annotation: este
    Time Stamp: a216, Annotation: este 
    Time Stamp: a217, Annotation: fumigas
    Time Stamp: a218, Annotation: ooooo
    Time Stamp: a219, Annotation: este
    Time Stamp: a220, Annotation: .......................
    Time Stamp: a221, Annotation: ya ahi
    Time Stamp: a222, Annotation: ahiiiii
    Time Stamp: a223, Annotation: se hace la papa
    Time Stamp: a224, Annotation: siii
    Time Stamp: a225, Annotation: sii
    Time Stamp: a226, Annotation: siii
    Time Stamp: a227, Annotation: yaaa
    Time Stamp: a228, Annotation: yyyyyyyy
    Time Stamp: a229, Annotation: este lado 
    Time Stamp: a230, Annotation: tioooo
    Time Stamp: a231, Annotation: Luis
    Time Stamp: a232, Annotation: o no
    Time Stamp: a233, Annotation: ahhh ya
    Time Stamp: a234, Annotation: ese es de Tayta Olmedo
    Time Stamp: a235, Annotation: ya
    Time Stamp: a236, Annotation: mmmmm
    Time Stamp: a237, Annotation: uien te ha dado esos gastos
    Time Stamp: a335, Annotation: siiii
    Time Stamp: a336, Annotation: si
    Time Stamp: a337, Annotation: si
    Time Stamp: a338, Annotation: nada
    Time Stamp: a339, Annotation: nada
    Time Stamp: a340, Annotation: se ha escuchado por aqui
    Time Stamp: a341, Annotation: nada de cosas tristes 
    Time Stamp: a389, Annotation: mmmmm
    Time Stamp: a390, Annotation: si, si 
    Time Stamp: a391, Annotation: entonces por ahi tambien 
    Time Stamp: a392, Annotation: asi mismo esta 
    Time Stamp: a393, Annotation: no hay 
    Time Stamp: a394, Annotation: si ahora llueve
    Time Stamp: a395, Annotation: estamos felices
    Time Stamp: a396, Annotation: felices
    Time Stamp: a397, Annotation: ya
    Time Stamp: a398, Annotation: si viene la lluvia
    Time Stamp: a399, Annotation: decimos cuando 
    Time Stamp: a400, Annotation: sembramos 
    Time Stamp: a401, Annotation: decimos 
    Time Stamp: a419, Annotation: haaaaa
    Time Stamp: a420, Annotation: ya
    Time Stamp: a421, Annotation: mmm
    Time Stamp: a422, Annotation: ya ya 
    Time Stamp: a423, Annotation: desde el mes de enero 
    Time Stamp: a424, Annotation: hasta 
    Time Stamp: a425, Annotation: que mes 
    Time Stamp: a426, Annotation: siembran las papas 
    Time Stamp: a427, Annotation: haaaaa
    Time Stamp: a428, Annotation: mmmmm
    Time Stamp: a429, Annotation: aaaaa
    Time Stamp: a430, Annotation: mm
    Time Stamp: a431, Annotation: ya
    Time Stamp: a432, Annotation: el tiempo 
    Time Stamp: a433, Annotation: va cambiando 
    Time Stamp: a434, Annotation: bastante 
    Time Stamp: a435, Annotation: yo tambien 
    Time Stamp: a436, Annotation: veo 
    Time Stamp: a437, Annotation: que el tiempo 
    Time Stamp: a438, Annotation: esta cambado demasiado
    Time Stamp: a611, Annotation: ya
    Time Stamp: a612, Annotation: los que pisan  
    Time Stamp: a613, Annotation: ya 
    Time Stamp: a614, Annotation: en el año
    Time Stamp: a615, Annotation: en el año 
    Time Stamp: a616, Annotation: en agosto 
    Time Stamp: a617, Annotation: cuanto 
    Time Stamp: a618, Annotation: sabia llover 
    Time Stamp: a619, Annotation: este año ya 
    Time Stamp: a620, Annotation: solo tres dias  
    Time Stamp: a621, Annotation: tenemos la lluvia 
    Time Stamp: a622, Annotation: abajo 
    Time Stamp: a623, Annotation: haaaaa
    Time Stamp: a624, Annotation: ya, ya, ya
    Time Stamp: a625, Annotation: este 
    Time Stamp: a626, Annotation: este 
    Time Stamp: a627, Annotation: por este lado 
    Time Stamp: a628, Annotation: nada mas 
    Time Stamp: a629, Annotation: esteeee
    Time Stamp: a630, Annotation: no se ha hecho chochos 
    Time Stamp: a631, Annotation: mmm
    Time Stamp: a632, Annotation: ya, ya 
    Time Stamp: a633, Annotation: bien, bien esta 
    Time Stamp: a634, Annotation: ya
    Time Stamp: a635, Annotation: de pronto 
    Time Stamp: a636, Annotation: avenaaa
    Time Stamp: a637, Annotation: dicho 
    Time Stamp: a638, Annotation: han botado 
    Time Stamp: a639, Annotation: y han cosechado 
    Time Stamp: a747, Annotation: mmmmm
    Time Stamp: a748, Annotation: ya, ya, ya 
    Time Stamp: a749, Annotation: yo 
    Time Stamp: a750, Annotation: mmm
    Time Stamp: a751, Annotation: avena 
    Time Stamp: a752, Annotation: ahora 
    Time Stamp: a753, Annotation: avena
    Time Stamp: a754, Annotation: treintayocho dolar
    Time Stamp: a755, Annotation: esta el quintal
    Time Stamp: a756, Annotation: treintayocho esta el quintal
    Time Stamp: a757, Annotation: eso tambien 
    Time Stamp: a758, Annotation: esta de que se haga aca tambien 
    Time Stamp: a759, Annotation: esto tambien 
    Time Stamp: a760, Annotation: de envano esta de pagar
    Time Stamp: a761, Annotation: que mas 
    Time Stamp: a762, Annotation: toca
    Time Stamp: a763, Annotation: esto 
    Time Stamp: a764, Annotation: mmmmm
    Time Stamp: a765, Annotation: yaa
    Time Stamp: a766, Annotation: bien, bien esta
    Time Stamp: a767, Annotation: (....................)
    Time Stamp: a768, Annotation: rapido
    Time Stamp: a769, Annotation: rapido 
    Time Stamp: a770, Annotation: por donde camina tio Alcidez
    Time Stamp: a771, Annotation: aaaaaaaa
    Time Stamp: a772, Annotation: si
    Time Stamp: a773, Annotation: si
    Time Stamp: a774, Annotation: mmmmmmmmmmmm
    Time Stamp: a775, Annotation: mi cuñado
    Time Stamp: a776, Annotation: por este lado 
    Time Stamp: a777, Annotation: esta caminando 
    Time Stamp: a778, Annotation: no esta yendo a ningun lado 
    Time Stamp: a779, Annotation: bien, bien esta 
    Time Stamp: a780, Annotation: si
    Time Stamp: a781, Annotation: asi es 
    Time Stamp: a782, Annotation: de aqui 
    Time Stamp: a783, Annotation: este 
    Time Stamp: a784, Annotation: lugar 
    Time Stamp: a785, Annotation: como se llama 
    Time Stamp: a786, Annotation: este lugar 
    Time Stamp: a787, Annotation: este
    Time Stamp: a939, Annotation: este lugar 
    Time Stamp: a940, Annotation: Yana urkito chico (montaña negra pequeña)
    Time Stamp: a941, Annotation: aaaaaaaa
    Time Stamp: a942, Annotation: ya
    Time Stamp: a943, Annotation: donde esta 
    Time Stamp: a944, Annotation: Yana urgu grande 
    Time Stamp: a945, Annotation: mas arriba 
    Time Stamp: a946, Annotation: mmmmm
    Time Stamp: a947, Annotation: ya, ya, ya
    Time Stamp: a948, Annotation: mm ya
    Time Stamp: a949, Annotation: Montaña negra grande 
    Time Stamp: a950, Annotation: bien, bien esta 
    Time Stamp: a951, Annotation: bien esta 
    Time Stamp: a952, Annotation: risa
    Time Stamp: a953, Annotation: si
    Time Stamp: a954, Annotation: por ese camino 
    Time Stamp: a955, Annotation: siguiendo 
    Time Stamp: a956, Annotation: siguiendo ese camino 
    Time Stamp: a957, Annotation: eseeeee
    Time Stamp: a958, Annotation: se une con Cochapamba 
    Time Stamp: a959, Annotation: ya es Saquisili
    Time Stamp: a1029, Annotation: y a Singabinga 
    Time Stamp: a1030, Annotation: se va por aqui 
    Time Stamp: a1031, Annotation: Singabi
    Time Stamp: a1032, Annotation: ahi 
    Time Stamp: a1033, Annotation: habia en la entrada 
    Time Stamp: a1034, Annotation: ahi 
    Time Stamp: a1035, Annotation: Wing
    Time Stamp: a1036, Annotation: eso essss
    Time Stamp: a1037, Annotation: este 
    Time Stamp: a1038, Annotation: yendo a Cochapamba 
    Time Stamp: a1039, Annotation: pasamos 
    Time Stamp: a1040, Annotation: ese terreno es 
    Time Stamp: a1041, Annotation: este 
    Time Stamp: a1042, Annotation: este 
    Time Stamp: a1043, Annotation: este como se llama 
    Time Stamp: a1044, Annotation: ese
    Time Stamp: a1045, Annotation: casi
    Time Stamp: a1046, Annotation: como se llama 
    Time Stamp: a1047, Annotation: ja
    Time Stamp: a1048, Annotation: montaña negra 
    Time Stamp: a1049, Annotation: no
    Time Stamp: a1050, Annotation: como es 
    Time Stamp: a1051, Annotation: no, no mijo 
    Time Stamp: a1052, Annotation: como es 
    Time Stamp: a1053, Annotation: es Guantukurama 
    Time Stamp: a1054, Annotation: este 
    Time Stamp: a1055, Annotation: Salamala
    Time Stamp: a1056, Annotation: Salamala pequeño es ese
    Time Stamp: a1057, Annotation: pasando por ahi nos vamos 
    Time Stamp: a1058, Annotation: mm j 
    Time Stamp: a1059, Annotation: Montaña Negrita 
    Time Stamp: a1060, Annotation: NO 
    Time Stamp: a1061, Annotation: Montaña negra 
    Time Stamp: a1062, Annotation: es Montaña Negrita 
    Time Stamp: a1063, Annotation: es Montaña negrita 
    Time Stamp: a1064, Annotation: alla arriba ese ha sido 
    Time Stamp: a1065, Annotation: montaña negra 
    Time Stamp: a1066, Annotation: alla arriba 
    Time Stamp: a1067, Annotation: (...........................)
    Time Stamp: a1068, Annotation: si 
    Time Stamp: a1069, Annotation: esa es montaña negra 
    Time Stamp: a1070, Annotation: abajo que es 
    Time Stamp: a1071, Annotation: abajo 
    Time Stamp: a1072, Annotation: Manchacasu
    Time Stamp: a1073, Annotation: porque 
    Time Stamp: a1074, Annotation: Manchacasu
    Time Stamp: a1075, Annotation: han nombrado 
    Time Stamp: a1183, Annotation: aaaaaaaaa
    Time Stamp: a1184, Annotation: ya ya 
    Time Stamp: a1185, Annotation: yo 
    Time Stamp: a1186, Annotation: en la entrada 
    Time Stamp: a1187, Annotation: vi/observe/mire 
    Time Stamp: a1188, Annotation: Wingupana 
    Time Stamp: a1223, Annotation: yaaaaaa
    Time Stamp: a1224, Annotation: es San Bartolo
    Time Stamp: a1225, Annotation: esaaaa
    Time Stamp: a1226, Annotation: por donde nostros entramos 
    Time Stamp: a1227, Annotation: aaaaaaa
    Time Stamp: a1228, Annotation: ya, ya, ya
    Time Stamp: a1229, Annotation: yaaaa
    Time Stamp: a1230, Annotation: ha, ya
    Time Stamp: a1269, Annotation: Wintsa
    Time Stamp: a1270, Annotation: aaaaaaa
    Time Stamp: a1271, Annotation: yaaaa
    Time Stamp: a1272, Annotation: Wintsa hasta alla 
    Time Stamp: a1273, Annotation: aa, ya, ya, ya, ya
    Time Stamp: a1274, Annotation: eeeeeeeeeee
    Time Stamp: a1275, Annotation: asi
    Time Stamp: a1276, Annotation: a Wingupana
    Time Stamp: a1277, Annotation: que dicen 
    Time Stamp: a1278, Annotation: porque le pusieron Wingupana
    Time Stamp: a1279, Annotation: no sabes de pronto 
    Time Stamp: a1280, Annotation: yaaa
    Time Stamp: a1281, Annotation: ya
    Time Stamp: a1282, Annotation: al filo del camino 
    Time Stamp: a1283, Annotation: aaaaaaaa
    Time Stamp: a1284, Annotation: ya, ya 
    Time Stamp: a1285, Annotation: eso es Wingupana 
    Time Stamp: a1286, Annotation: aaaaaa
    Time Stamp: a1287, Annotation: ya
    Time Stamp: a1367, Annotation: el camino 
    Time Stamp: a1368, Annotation: el camino 
    Time Stamp: a1369, Annotation: esta bien 
    Time Stamp: a1370, Annotation: aaaaa
    Time Stamp: a1371, Annotation: ya
    Time Stamp: a1372, Annotation: el bus se va para lla
    Time Stamp: a1373, Annotation: yaaaa
    Time Stamp: a1374, Annotation: de aqui 
    Time Stamp: a1405, Annotation: que 
    Time Stamp: a1406, Annotation: tiempo 
    Time Stamp: a1407, Annotation: tendra
    Time Stamp: a1408, Annotation: yaaaaaa
    Time Stamp: a1409, Annotation: quince minutos
    Time Stamp: a1410, Annotation: aaaaaaa
    Time Stamp: a1411, Annotation: entonces 
    Time Stamp: a1412, Annotation: esta bien 
    Time Stamp: a1413, Annotation: aqui 
    Time Stamp: a1414, Annotation: de nuevo 
    Time Stamp: a1415, Annotation: eeeeee
    Time Stamp: a1416, Annotation: despues de sembrar 
    Time Stamp: a1417, Annotation: esta
    Time Stamp: a1418, Annotation: papa
    Time Stamp: a1419, Annotation: salga
    Time Stamp: a1420, Annotation: esteeeeee
    Time Stamp: a1421, Annotation: abono 
    Time Stamp: a1422, Annotation: como ponen 
    Time Stamp: a1423, Annotation: eso 
    Time Stamp: a1424, Annotation: yo
    Time Stamp: a1425, Annotation: nooooo
    Time Stamp: a1426, Annotation: entiendo 
    Time Stamp: a1427, Annotation: sin abono 
    Time Stamp: a1428, Annotation: yaa
    Time Stamp: a1429, Annotation: como 
    Time Stamp: a1430, Annotation: como le dicen 
    Time Stamp: a1431, Annotation: este 
    Time Stamp: a1432, Annotation: abono
    Time Stamp: a1433, Annotation: ponen 
    Time Stamp: a1434, Annotation: eeeeee
    Time Stamp: a1501, Annotation: sale la papa 
    Time Stamp: a1502, Annotation: ponen el abono
    Time Stamp: a1503, Annotation: porque 
    Time Stamp: a1504, Annotation: Blanquita
    Time Stamp: a1505, Annotation: me converso 
    Time Stamp: a1506, Annotation: no me acuerdo 
    Time Stamp: a1507, Annotation: argar 
    Time Stamp: a1508, Annotation: parece que dijo
    Time Stamp: a1509, Annotation: aaaaaaa
    Time Stamp: a1510, Annotation: mmmm
    Time Stamp: a1511, Annotation: ya
    Time Stamp: a1512, Annotation: ya, ya, ya, ya, ya
    Time Stamp: a1513, Annotation: el abono
    Time Stamp: a1514, Annotation: pero 
    Time Stamp: a1515, Annotation: es mucho gasto
    Time Stamp: a1516, Annotation: verdad
    Time Stamp: a1517, Annotation: derepente 
    Time Stamp: a1518, Annotation: testigo 
    Time Stamp: a1519, Annotation: si hay 
    Time Stamp: a1520, Annotation: de nuevo 
    Time Stamp: a1521, Annotation: no hay recuperacion
    Time Stamp: a1522, Annotation: oooooo
    Time Stamp: a1523, Annotation: algo 
    Time Stamp: a1524, Annotation: hay para recuperar 
    Time Stamp: a1525, Annotation: mmmmmm
    Time Stamp: a1526, Annotation: ya, ya, ya 
    Time Stamp: a1527, Annotation: bien 
    Time Stamp: a1528, Annotation: bien 
    Time Stamp: a1529, Annotation: bien esta 
    Time Stamp: a1530, Annotation: entonces 
    Time Stamp: a1531, Annotation: estas papas 
    Time Stamp: a1532, Annotation: vuelven a retoñar 
    Time Stamp: a1533, Annotation: ya 
    Time Stamp: a1534, Annotation: mmm
    Time Stamp: a1535, Annotation: ya
    Time Stamp: a1536, Annotation: esa
    Time Stamp: a1537, Annotation: que 
    Time Stamp: a1538, Annotation: papita es 
    Time Stamp: a1539, Annotation: super chola 
    Time Stamp: a1540, Annotation: esta 
    Time Stamp: a1541, Annotation: coneja negra
    Time Stamp: a1542, Annotation: aaaaaaaa
    Time Stamp: a1543, Annotation: ya
    Time Stamp: a1544, Annotation: ya, ya, ya
    Time Stamp: a1545, Annotation: yaaaaa
    Time Stamp: a1546, Annotation: cual es 
    Time Stamp: a1547, Annotation: mas
    Time Stamp: a1548, Annotation: eeeeeeee
    Time Stamp: a1549, Annotation: se ha vendido
    Time Stamp: a1550, Annotation: mas
    Time Stamp: a1551, Annotation: la gente 
    Time Stamp: a1552, Annotation: compra 
    Time Stamp: a1553, Annotation: cual es la mas 
    Time Stamp: a1554, Annotation: que compran para comer 
    Time Stamp: a1555, Annotation: cual es
    Time Stamp: a1556, Annotation: la mas 
    Time Stamp: a1557, Annotation: que hay ingresoplata
    Time Stamp: a1558, Annotation: aaaaaaa
    Time Stamp: a1559, Annotation: aaa
    Time Stamp: a1560, Annotation: ya
    Time Stamp: a1561, Annotation: nnn
    Time Stamp: a1562, Annotation: ña
    Time Stamp: a1819, Annotation: mmmmmm
    Time Stamp: a1820, Annotation: yaaaaa
    Time Stamp: a1821, Annotation: hijolete
    Time Stamp: a1822, Annotation: claro 
    Time Stamp: a1823, Annotation: ahi no mas 
    Time Stamp: a1824, Annotation: perdido
    Time Stamp: a1825, Annotation: la plata 
    Time Stamp: a1893, Annotation: hijo 
    Time Stamp: a1894, Annotation: veinti tres
    Time Stamp: a1895, Annotation: veinti cinco 
    Time Stamp: a1896, Annotation: y los medicamentos
    Time Stamp: a1897, Annotation: para fumigar 
    Time Stamp: a1898, Annotation: asi 
    Time Stamp: a1899, Annotation: bastante 
    Time Stamp: a1900, Annotation: aaaaaaa
    Time Stamp: a1901, Annotation: mm
    Time Stamp: a1902, Annotation: ya
    Time Stamp: a1903, Annotation: los peones 
    Time Stamp: a1904, Annotation: pagando 
    Time Stamp: a1905, Annotation: trabajas
    Time Stamp: a1906, Annotation: ooooooo
    Time Stamp: a1907, Annotation: mmmmm
    Time Stamp: a1908, Annotation: ya
    Time Stamp: a1909, Annotation: bien esta 
    Time Stamp: a1910, Annotation: entonces 
    Time Stamp: a1911, Annotation: aqui 
    Time Stamp: a1912, Annotation: se estan ayudando 
    Time Stamp: a1913, Annotation: se dan la mano 
    Time Stamp: a1914, Annotation: entre familia 
    Time Stamp: a1915, Annotation: bien
    Time Stamp: a1916, Annotation: bien 
    Time Stamp: a1917, Annotation: eso esta 
    Time Stamp: a1918, Annotation: bien 
    Time Stamp: a1919, Annotation: esas 
    Time Stamp: a1920, Annotation: mingas 
    Time Stamp: a1921, Annotation: hacer 
    Time Stamp: a1922, Annotation: bien 
    Time Stamp: a1923, Annotation: eso tambien 
    Time Stamp: a1924, Annotation: si 
    Time Stamp: a1925, Annotation: asi es 
    Time Stamp: a1926, Annotation: por aqui 
    Time Stamp: a1927, Annotation: las motos 
    Time Stamp: a1928, Annotation: han de salir  
    Time Stamp: a1929, Annotation: para arriba
    Time Stamp: a1930, Annotation: solo el carro 
    Time Stamp: a1931, Annotation: no 
    Time Stamp: a1932, Annotation: puede
    Time Stamp: a2097, Annotation: ese
    Time Stamp: a2098, Annotation: es triple 
    Time Stamp: a2099, Annotation: ya
    Time Stamp: a2100, Annotation: asin 
    Time Stamp: a2101, Annotation: el/ella
    Time Stamp: a2102, Annotation: waysa
    Time Stamp: a2103, Annotation: risas
    Time Stamp: a2104, Annotation: risas
    Time Stamp: a2105, Annotation: este 
    Time Stamp: a2106, Annotation: ese
    Time Stamp: a2107, Annotation: de arriba es camino 
    Time Stamp: a2108, Annotation: es carretera 
    Time Stamp: a2109, Annotation: este 
    Time Stamp: a2110, Annotation: aaaaaaaaaaa
    Time Stamp: a2155, Annotation: ya ya 
    Time Stamp: a2156, Annotation: ya 
    Time Stamp: a2157, Annotation: bien 
    Time Stamp: a2158, Annotation: aqui 
    Time Stamp: a2159, Annotation: hay ganados 
    Time Stamp: a2160, Annotation: bastante 
    Time Stamp: a2161, Annotation: mmmmm
    Time Stamp: a2162, Annotation: biennnn
    Time Stamp: a2163, Annotation: bien 
    Time Stamp: a2164, Annotation: bien 
    Time Stamp: a2165, Annotation: asi 
    Time Stamp: a2166, Annotation: que dice
    Time Stamp: a2167, Annotation: nooo
    Time Stamp: a2168, Annotation: aqui avena 
    Time Stamp: a2169, Annotation: derepente 
    Time Stamp: a2170, Annotation: regando/botando 
    Time Stamp: a2171, Annotation: no ves 
    Time Stamp: a2172, Annotation: madurando 
    Time Stamp: a2173, Annotation: que
    Time Stamp: a2174, Annotation: resultado 
    Time Stamp: a2175, Annotation: hay 
    Time Stamp: a2176, Annotation: como sale
    Time Stamp: a2177, Annotation: bien 
    Time Stamp: a2178, Annotation: bien esta
    Time Stamp: a2179, Annotation: este 
    Time Stamp: a2180, Annotation: yo 
    Time Stamp: a2181, Annotation: yo tambien 
    Time Stamp: a2182, Annotation: en la tierra 
    Time Stamp: a2183, Annotation: botemos/reguemos 
    Time Stamp: a2184, Annotation: dije
    Time Stamp: a2185, Annotation: pero aun no
    Time Stamp: a2186, Annotation: converso 
    Time Stamp: a2187, Annotation: con ellos 
    Time Stamp: a2188, Annotation: privado 
    Time Stamp: a2189, Annotation: hagamos 
    Time Stamp: a2190, Annotation: que 
    Time Stamp: a2191, Annotation: perdemos 
    Time Stamp: a2192, Annotation: o no 
    Time Stamp: a2193, Annotation: he de perder 
    Time Stamp: a2194, Annotation: hecho privado
    Time Stamp: a2195, Annotation: este 
    Time Stamp: a2196, Annotation: yo 
    Time Stamp: a2197, Annotation: pienso
    Time Stamp: a2198, Annotation: demas 
    Time Stamp: a2199, Annotation: de cosechar 
    Time Stamp: a2200, Annotation: yo pienso 
    Time Stamp: a2458, Annotation: sí
    Time Stamp: a2459, Annotation: mmj 
    Time Stamp: a2460, Annotation: asi
    Time Stamp: a2461, Annotation: ya vez 
    Time Stamp: a2462, Annotation: ya 
    Time Stamp: a2519, Annotation: si
    Time Stamp: a2520, Annotation: en la agricultura 
    Time Stamp: a2521, Annotation: es una 
    Time Stamp: a2522, Annotation: perdida
    Time Stamp: a2523, Annotation: yo 
    Time Stamp: a2524, Annotation: tambien sembre 
    Time Stamp: a2525, Annotation: eeeee
    Time Stamp: a2526, Annotation: chochos
    Time Stamp: a2527, Annotation: de ahi
    Time Stamp: a2528, Annotation: mil
    Time Stamp: a2529, Annotation: dolares 
    Time Stamp: a2530, Annotation: en el camino 
    Time Stamp: a2531, Annotation: perdiendo 
    Time Stamp: a2532, Annotation: vine 
    Time Stamp: a2533, Annotation: bastantisimoooooo
    Time Stamp: a2534, Annotation: bastantisimo 
    Time Stamp: a2535, Annotation: flores era
    Time Stamp: a2536, Annotation: flores 
    Time Stamp: a2537, Annotation: demas 
    Time Stamp: a2538, Annotation: demas 
    Time Stamp: a2539, Annotation: vaina 
    Time Stamp: a2540, Annotation: estaba 
    Time Stamp: a2541, Annotation: derepente 
    Time Stamp: a2542, Annotation: cayo la lancha 
    Time Stamp: a2543, Annotation: ñaño lindo 
    Time Stamp: a2544, Annotation: en el terreno/sembrio 
    Time Stamp: a2545, Annotation: todito 
    Time Stamp: a2546, Annotation: asi es 
    Time Stamp: a2547, Annotation: a mi 
    Time Stamp: a2548, Annotation: gente y familia 
    Time Stamp: a2549, Annotation: lancho 
    Time Stamp: a2550, Annotation: ahi 
    Time Stamp: a2551, Annotation: ocho mil dolares 
    Time Stamp: a2552, Annotation: eso si 
    Time Stamp: a2553, Annotation: feliz 
    Time Stamp: a2554, Annotation: estaba andando 
    Time Stamp: a2555, Annotation: aaaaaaaa
    Time Stamp: a2556, Annotation: ya
    Time Stamp: a2557, Annotation: ciento cuarenta 
    Time Stamp: a2558, Annotation: se hace 
    Time Stamp: a2757, Annotation: ahora 
    Time Stamp: a2758, Annotation: ahora 
    Time Stamp: a2759, Annotation: si 
    Time Stamp: a2760, Annotation: ahora 
    Time Stamp: a2761, Annotation: ahora 
    Time Stamp: a2762, Annotation: noventa y cinco 
    Time Stamp: a2763, Annotation: esta 
    Time Stamp: a2764, Annotation: si
    Time Stamp: a2765, Annotation: como 
    Time Stamp: a2766, Annotation: mmm
    Time Stamp: a2767, Annotation: ya 
    Time Stamp: a2819, Annotation: aaaaaa
    Time Stamp: a2820, Annotation: chuta 
    Time Stamp: a2821, Annotation: aveces 
    Time Stamp: a2822, Annotation: no ven 
    Time Stamp: a2823, Annotation: estaria bien 
    Time Stamp: a2824, Annotation: de nuevo 
    Time Stamp: a2825, Annotation: cada año 
    Time Stamp: a2826, Annotation: cada año 
    Time Stamp: a2827, Annotation: cambiando 
    Time Stamp: a2828, Annotation: de nuevo 
    Time Stamp: a2829, Annotation: voy a ver 
    Time Stamp: a2830, Annotation: si 
    Time Stamp: a2831, Annotation: con los años 
    Time Stamp: a2832, Annotation: con los años
    Time Stamp: a2833, Annotation: cambiando 
    Time Stamp: a2834, Annotation: cambiando 
    Time Stamp: a2835, Annotation: un 
    Time Stamp: a2836, Annotation: sembrio
    Time Stamp: a2837, Annotation: asi 
    Time Stamp: a2838, Annotation: si
    Time Stamp: a2839, Annotation: no
    Time Stamp: a2840, Annotation: de nuevo, bastante 
    Time Stamp: a2841, Annotation: las papas 
    Time Stamp: a2842, Annotation: no 
    Time Stamp: a2843, Annotation: he de sembrar 
    Time Stamp: a2844, Annotation: las papas 
    Time Stamp: a2845, Annotation: voy a sembrar 
    Time Stamp: a2846, Annotation: de nuevo 
    Time Stamp: a2847, Annotation: en otro lado 
    Time Stamp: a2848, Annotation: chochos 
    Time Stamp: a2849, Annotation: siembro 
    Time Stamp: a2850, Annotation: de ahi 
    Time Stamp: a2851, Annotation: este 
    Time Stamp: a2852, Annotation: chochos
    Time Stamp: a2853, Annotation: a lado 
    Time Stamp: a2854, Annotation: el chochos 
    Time Stamp: a2855, Annotation: demas 
    Time Stamp: a2856, Annotation: abono era 
    Time Stamp: a2857, Annotation: abono era 
    Time Stamp: a2858, Annotation: eso tambien 
    Time Stamp: a2859, Annotation: esteeeeeee
    Time Stamp: a2860, Annotation: este 
    Time Stamp: a2861, Annotation: leña de chochos 
    Time Stamp: a2862, Annotation: eso
    Time Stamp: a2863, Annotation: sol
    Time Stamp: a2864, Annotation: este 
    Time Stamp: a2865, Annotation: pensando
    Time Stamp: a2866, Annotation: bien esta 
    Time Stamp: a2867, Annotation: de nuevo 
    Time Stamp: a2868, Annotation: una sola 
    Time Stamp: a2869, Annotation: de la semilla 
    Time Stamp: a2870, Annotation: papa
    Time Stamp: a2871, Annotation: sembrado 
    Time Stamp: a2872, Annotation: de nuevo 
    Time Stamp: a2873, Annotation: demas 
    Time Stamp: a2874, Annotation: abajo 
    Time Stamp: a2875, Annotation: el terreno 
    Time Stamp: a2876, Annotation: mira 
    Time Stamp: a2987, Annotation: siguen cosechando
